Movie,Userscore,Reviewer
apocalypse-now,9,grandpajoe6191
apocalypse-now,10,cameronmorewood
jurassic-park,9,TitaniumDragon
jurassic-park,10,MovieLonely94
jurassic-park,9,TheQuietGamer
mr-magoriums-wonder-emporium,10,Bullet97
jurassic-park,9,Halfwelshman
jurassic-park,10,j30
the-purple-rose-of-cairo,9,J-Shap
hannah-and-her-sisters,9,J-Shap
shrek,9,KendylKlownfish
shrek,9,homer4president
apocalypse-now,9,EpicLadySponge
jurassic-park,9,Rox22
shrek,9,MovieLonely94
shrek,9,heyitsmegrif4
the-dark-knight,10,cameronmorewood
shrek,10,SimpsonFans
star-wars-episode-i---the-phantom-menace,10,MovieLonely94
halloween-4-the-return-of-michael-myers,10,MovieLonely94
cats-dogs,9,MovieLonely94
the-godfather,10,Annoymous1
jurassic-park,10,lukechristiansc
bridget-joness-diary,10,lukechristiansc
halloween-4-the-return-of-michael-myers,10,lukechristiansc
shrek,9,Halfwelshman
shrek,9,Potter17
shrek,9,Zilcell
jurassic-park,9,homer4president
shrek,9,jeff_reviews
spy-kids,9,MovieLonely94
total-recall,10,Zilcell
jurassic-park,9,EpicLadySponge
shrek,10,lukechristiansc
the-mask-of-zorro,9,MovieLonely94
the-godfather,10,j30
spy-kids,10,lukechristiansc
before-sunrise,10,lukechristiansc
dumb-and-dumber,10,SEROJ
shrek,9,EpicLadySponge
shrek,10,DavidTejada
the-neverending-story,10,MovieLonely94
shrek,9,Futuredirector
the-goonies,10,MovieLonely94
the-goonies,10,Zilcell
the-goonies,9,Rox22
no-country-for-old-men,9,grandpajoe6191
office-space,9,cameronmorewood
star-wars-episode-i---the-phantom-menace,10,gm101
star-wars-episode-i---the-phantom-menace,10,TheQuietGamer
forrest-gump,10,gm101
a-clockwork-orange,10,cameronmorewood
3000-miles-to-graceland,10,SimpsonFans
i-know-what-you-did-last-summer,9,vini1904
memento,9,RayzorMoose
forrest-gump,9,Iky009
pirates-of-the-caribbean-at-worlds-end,10,gm101
forrest-gump,10,MovieLonely94
forrest-gump,10,cameronmorewood
die-hard-with-a-vengeance,9,lukechristiansc
memento,9,grandpajoe6191
forrest-gump,9,Jacob
the-muppet-movie,10,MovieLonely94
deep-blue-sea,9,TheQuietGamer
unbreakable,10,iluvmovies
the-fugitive,9,EpicLadySponge
pay-it-forward,10,SEROJ
dan-in-real-life,10,cameronmorewood
bee-movie,10,Zilcell
requiem-for-a-dream,10,cameronmorewood
miss-congeniality,10,lordjrs
the-shining,10,j30
forrest-gump,10,homer4president
forrest-gump,9,MrMovieBuff
the-emperors-new-groove,10,lordjrs
the-professional,9,Rumblebeelove
crouching-tiger-hidden-dragon,9,EpicLadySponge
rush-hour,10,gm101
the-emperors-new-groove,10,gm101
the-emperors-new-groove,10,Zilcell
the-shining,10,cameronmorewood
forrest-gump,9,EpicLadySponge
yi-yi,9,EpicLadySponge
the-emperors-new-groove,10,Futuredirector
forrest-gump,10,Futuredirector
superman,10,Zilcell
billy-elliot,9,heyitsmegrif4
little-nicky,9,TheQuietGamer
waynes-world,9,TheQuietGamer
space-cowboys,10,lukechristiansc
102-dalmatians,9,MovieLonely94
superman,9,MrMovieBuff
superman,9,EpicLadySponge
the-godfather,10,aaronpaul121
superman,10,Futuredirector
requiem-for-a-dream,9,Halfwelshman
dancer-in-the-dark,10,smijatov
reversal-of-fortune,9,EpicLadySponge
toy-story-2,10,gm101
toy-story-2,10,heyitsmegrif4
almost-famous,9,Halfwelshman
almost-famous,10,J-Shap
toy-story-2,10,EpicLadySponge
toy-story-2,9,grandpajoe6191
toy-story-2,10,MovieLonely94
diary-of-the-dead,9,TheQuietGamer
superman-ii,10,Zilcell
cloverfield,10,Bullet97
toy-story-2,10,KendylKlownfish
toy-story-2,10,aaronpaul121
almost-famous,10,Potter17
toy-story-2,10,Zilcell
superman-ii,9,MrMovieBuff
superman-ii,9,EpicLadySponge
theres-something-about-mary,9,lukechristiansc
almost-famous,10,cameronmorewood
the-adventures-of-rocky-bullwinkle,10,SimpsonFans
toy-story-2,10,jeff_reviews
almost-famous,9,EpicLadySponge
toy-story-2,9,RayzorMoose
toy-story-2,9,homer4president
dinosaur,10,MovieLonely94
the-wedding-singer,9,Bullet97
toy-story-2,9,CineAutoctono
dinosaur,9,homer4president
the-piano,9,EpicLadySponge
tropic-thunder,10,TheQuietGamer
dinosaur,10,SimpsonFans
toy-story-2,10,Futuredirector
me-myself-irene,10,lukechristiansc
the-godfather,10,EpicLadySponge
toy-story-2,10,MonkiReviews
the-adventures-of-elmo-in-grouchland,10,SimpsonFans
tropic-thunder,9,Rox22
tropic-thunder,10,Annoymous1
drillbit-taylor,9,TheQuietGamer
predator,9,TheQuietGamer
scary-movie,9,TheQuietGamer
the-road-to-el-dorado,10,MovieLonely94
superhero-movie,9,TheQuietGamer
chicken-run,9,grandpajoe6191
big-mommas-house,10,SimpsonFans
gone-in-sixty-seconds,9,Rox22
chicken-run,10,gm101
road-trip,9,SimpsonFans
chicken-run,10,SimpsonFans
chicken-run,9,aaronpaul121
chicken-run,10,Halfwelshman
chicken-run,9,spielbrick90
scary-movie,9,lukechristiansc
gladiator,10,Halfwelshman
fantasia-2000,10,InspectorJ
chicken-run,9,EpicLadySponge
jaws,10,MovieLonely94
jaws,10,Halfwelshman
x-men,10,gm101
jaws,9,Potter17
x-men,9,Zilcell
princess-mononoke,9,grandpajoe6191
flash-gordon,10,Zilcell
x-men,9,heybuddymovies
american-beauty,9,MrMovieBuff
american-beauty,9,grandpajoe6191
gladiator,9,cameronmorewood
american-beauty,10,cameronmorewood
jaws,9,TheQuietGamer
princess-mononoke,10,MovieLonely94
the-lost-world-jurassic-park,10,gm101
jaws,9,Annoymous1
forgetting-sarah-marshall,10,cameronmorewood
iron-man,10,MovieLonely94
jaws,10,lukechristiansc
x-men,10,MrMovieBuff
princess-mononoke,9,Iky009
you-dont-mess-with-the-zohan,9,TheQuietGamer
jaws,10,homer4president
the-lost-world-jurassic-park,9,lukechristiansc
american-psycho,9,Halfwelshman
jaws,9,EpicLadySponge
this-is-spinal-tap,10,j30
jaws,9,Futuredirector
a-summers-tale,9,EpicLadySponge
american-psycho,10,cameronmorewood
the-tigger-movie,9,MovieLonely94
the-tigger-movie,9,heyitsmegrif4
fargo,10,cameronmorewood
the-mummy,9,TheQuietGamer
fargo,10,J-Shap
the-pirates-who-dont-do-anything-a-veggietales-movie,9,heyitsmegrif4
fargo,9,grandpajoe6191
the-crying-game,9,EpicLadySponge
the-edge-of-heaven,9,nutterjr
zombie-strippers!,10,lukechristiansc
magnolia,10,cameronmorewood
the-incredible-hulk,9,TheQuietGamer
the-incredible-hulk,10,gm101
indiana-jones-and-the-kingdom-of-the-crystal-skull,10,Bullet97
the-strangers,9,cameronmorewood
bicentennial-man,9,Rox22
topsy-turvy,9,EpicLadySponge
fight-club,10,cameronmorewood
being-john-malkovich,10,Halfwelshman
4-months-3-weeks-and-2-days,9,EpicLadySponge
fight-club,9,Rox22
the-straight-story,9,EpicLadySponge
sleepy-hollow,10,lukechristiansc
the-green-mile,10,InspectorJ
the-green-mile,9,SEROJ
clue,10,TitaniumDragon
being-john-malkovich,9,EpicLadySponge
tarzan,9,grandpajoe6191
tarzan,10,gm101
the-green-mile,9,homer4president
spaceballs,9,MovieLonely94
tarzan,10,MovieLonely94
poltergeist-1982,9,TheQuietGamer
tarzan,9,homer4president
tarzan,9,cameronmorewood
poltergeist-1982,9,EpicLadySponge
poltergeist-1982,9,Futuredirector
spaceballs,10,SimpsonFans
tarzan,9,SimpsonFans
the-sixth-sense,9,grandpajoe6191
manhattan,10,J-Shap
wall-e,10,TitaniumDragon
wall-e,10,TitaniumDragon
wall-e,9,aaronpaul121
wall-e,10,NaughtyDog
wall-e,10,Zilcell
wall-e,10,jeff_reviews
gone-with-the-wind,10,Futuredirector
wall-e,9,lukechristiansc
the-shawshank-redemption,9,grandpajoe6191
american-pie,10,cameronmorewood
american-pie,9,heyitsmegrif4
wild-wild-west,10,SimpsonFans
fight-club,9,JonnyFendi
beavis-and-butt-head-do-america,10,Zilcell
wall-e,10,homer4president
the-iron-giant,10,MovieLonely94
american-pie,10,lukechristiansc
wall-e,9,CineAutoctono
the-usual-suspects,10,cameronmorewood
the-iron-giant,10,Halfwelshman
wall-e,10,diegonelli
ferris-buellers-day-off,10,cameronmorewood
clueless,9,vini1904
ferris-buellers-day-off,10,lasttimeisaw
saving-private-ryan,9,grandpajoe6191
stop-making-sense,9,EpicLadySponge
wall-e,9,MonkiReviews
the-iron-giant,9,EpicLadySponge
saving-private-ryan,10,SEROJ
ferris-buellers-day-off,9,Zilcell
the-iron-giant,10,SEROJ
iron-man,9,TheQuietGamer
the-iron-giant,10,homer4president
robocop,9,EpicLadySponge
the-dark-knight,9,TheQuietGamer
the-matrix,9,grandpajoe6191
iron-man,10,Zilcell
the-matrix,9,randomdude
breakfast-at-tiffanys,9,Iky009
the-matrix,10,joelschnick
titanic,9,JonnyFendi
saving-private-ryan,10,Halfwelshman
the-shawshank-redemption,10,MoeYaz
central-station,9,Iky009
mallrats,9,Rox22
life-is-beautiful,9,Futuredirector
the-matrix,9,JonnyFendi
iron-man,9,cameronmorewood
shakespeare-in-love,9,Halfwelshman
titanic,10,MovieLonely94
titanic,10,lukechristiansc
the-dark-knight,10,heybuddymovies
rushmore,9,j30
monty-python-and-the-holy-grail,10,Futuredirector
ghostbusters,10,Jacob
ghostbusters,9,EpicLadySponge
badlands,9,EpicLadySponge
the-dark-knight,10,BasilZero
diner,10,MovieLonely94
titanic,10,AndrewUltimate
full-metal-jacket,10,cameronmorewood
titanic,9,aaronpaul121
saving-private-ryan,9,Iky009
iron-man,9,homer4president
iron-man,10,MrMovieBuff
ghostbusters,10,Futuredirector
austin-powers-the-spy-who-shagged-me,9,MovieLonely94
anastasia,10,MovieLonely94
the-shawshank-redemption,10,SEROJ
south-park-bigger-longer-uncut,10,Zilcell
american-history-x,10,cameronmorewood
iron-man,9,EpicLadySponge
the-matrix,10,lukechristiansc
home-alone,10,gm101
home-alone,10,SEROJ
anastasia,9,Rox22
iron-man,10,Futuredirector
crumb,9,EpicLadySponge
die-hard-2,9,lukechristiansc
saving-private-ryan,10,homer4president
the-matrix,9,EpicLadySponge
home-alone,10,Futuredirector
the-parent-trap,9,MonkiReviews
saving-private-ryan,9,EpicLadySponge
the-shawshank-redemption,9,homer4president
saving-private-ryan,10,DavidTejada
home-alone,10,SimpsonFans
home-alone,9,MonkiReviews
good-will-hunting,9,j30
american-history-x,9,SEROJ
titanic,9,lasttimeisaw
american-history-x,9,EpicLadySponge
titanic,9,Iky009
crash,10,cameronmorewood
crimes-and-misdemeanors,10,j30
crash,10,worleyjamers
crimes-and-misdemeanors,9,J-Shap
armageddon,9,MovieLonely94
mission-impossible,9,gm101
titanic,10,SEROJ
dead-alive,10,TheQuietGamer
carrie-1976,9,TheQuietGamer
evil-dead-ii,10,j30
the-matrix,9,MrMovieBuff
mission-impossible,10,movie2187
the-texas-chain-saw-massacre,10,j30
one-false-move,9,EpicLadySponge
the-texas-chain-saw-massacre,10,lukechristiansc
titanic,10,MonkiReviews
evil-dead-ii,9,lukechristiansc
pineapple-express,10,Bullet97
the-silence-of-the-lambs,9,Potter17
dazed-and-confused,9,J-Shap
pineapple-express,9,TheQuietGamer
pulp-fiction,9,grandpajoe6191
cabaret,9,lasttimeisaw
mad-max,9,TheQuietGamer
the-silence-of-the-lambs,9,aaronpaul121
mad-max,10,lukechristiansc
la-confidential,9,Halfwelshman
boogie-nights,10,cameronmorewood
the-silence-of-the-lambs,10,Annoymous1
the-truman-show,9,Iky009
la-confidential,9,cameronmorewood
do-the-right-thing,10,cameronmorewood
the-manchurian-candidate-1962,9,EpicLadySponge
la-confidential,9,grandpajoe6191
trainspotting,10,Halfwelshman
do-the-right-thing,9,EpicLadySponge
scarface,10,SEROJ
the-truman-show,9,EpicLadySponge
indiana-jones-and-the-kingdom-of-the-crystal-skull,9,gm101
the-dark-knight,10,Daniel17
the-fifth-element,9,Rox22
trainspotting,9,Iky009
leaving-las-vegas,10,cameronmorewood
scream,10,lukechristiansc
the-dark-knight,10,homer4president
conan-the-barbarian,9,TheQuietGamer
the-silence-of-the-lambs,9,EpicLadySponge
indiana-jones-and-the-kingdom-of-the-crystal-skull,10,Zilcell
scarface,10,randomdude
anaconda,9,lukechristiansc
amadeus,9,lasttimeisaw
animal-house,10,cameronmorewood
casino,9,cameronmorewood
2001-a-space-odyssey,10,AndrewUltimate
amadeus,10,SEROJ
pulp-fiction,9,JonnyFendi
2001-a-space-odyssey,10,spielbrick90
austin-powers-international-man-of-mystery,9,MovieLonely94
amadeus,9,EpicLadySponge
amadeus,9,Futuredirector
2001-a-space-odyssey,10,cameronmorewood
2001-a-space-odyssey,10,Iky009
happy-gilmore,9,TheQuietGamer
scarface,9,EpicLadySponge
twister,10,MovieLonely94
shine,9,EpicLadySponge
the-mask,10,MovieLonely94
space-jam,9,SimpsonFans
mortal-kombat,10,gm101
batman,9,grandpajoe6191
batman,10,MovieLonely94
lethal-weapon,9,EpicLadySponge
the-terminator,9,j30
halloween-ii,9,MovieLonely94
risky-business,9,SimpsonFans
die-hard,9,grandpajoe6191
blade-runner,10,j30
ace-ventura-pet-detective,9,MovieLonely94
goodfellas,10,cameronmorewood
batman,9,TheQuietGamer
batman,9,Halfwelshman
pulp-fiction,9,Jacob
the-dark-knight,9,CineAutoctono
ace-ventura-pet-detective,10,lukechristiansc
the-terminator,9,MovieLonely94
pulp-fiction,10,j30
die-hard,10,lukechristiansc
the-dark-knight,10,Futuredirector
goodfellas,10,j30
the-terminator,10,lukechristiansc
die-hard,9,Futuredirector
blade-runner,9,Halfwelshman
blade-runner,9,lasttimeisaw
pulp-fiction,10,cameronmorewood
bolt,9,grandpajoe6191
slumdog-millionaire,9,heyitsmegrif4
the-terminator,9,EpicLadySponge
zombieland,10,Zilcell
zack-and-miri-make-a-porno,9,Rumblebeelove
the-terminator,10,Futuredirector
blade-runner,9,CineAutoctono
blade-runner,9,EpicLadySponge
up,10,Zilcell
up,10,heyitsmegrif4
pulp-fiction,9,RayzorMoose
gran-torino,10,Zilcell
bedtime-stories,9,TheQuietGamer
doubt,9,worleyjamers
bolt,9,DavidTejada
bolt,9,MonkiReviews
up,10,jeff_reviews
gran-torino,9,cameronmorewood
up,10,lukechristiansc
marley-me,9,cameronmorewood
pulp-fiction,9,EpicLadySponge
frostnixon,9,worleyjamers
coraline,9,heyitsmegrif4
up,9,CineAutoctono
up,10,diegonelli
up,10,DavidTejada
paul-blart-mall-cop,9,gm101
up,10,Futuredirector
up,9,MonkiReviews
my-sisters-keeper,9,JonnyFendi
whatever-works,9,Bikerjames
my-sisters-keeper,10,lukechristiansc
monsters-vs-aliens,10,Bullet97
humpday,9,Halfwelshman
the-day-the-earth-stood-still,9,Zilcell
gomorrah,9,EpicLadySponge
monsters-vs-aliens,10,Jacob
star-trek,10,spielbrick90
harry-potter-and-the-half-blood-prince,10,heyitsmegrif4
night-at-the-museum-battle-of-the-smithsonian,9,gm101
star-trek,9,heyitsmegrif4
inglourious-basterds,9,smijatov
slumdog-millionaire,9,J-Shap
slumdog-millionaire,9,Potter17
inglourious-basterds,10,heyitsmegrif4
slumdog-millionaire,9,Annoymous1
500-days-of-summer,10,heyitsmegrif4
up-in-the-air,9,worleyjamers
the-goods-live-hard-sell-hard,9,TheQuietGamer
slumdog-millionaire,9,CineAutoctono
inception,10,JonnyTheGreat
coraline,9,Jacob
500-days-of-summer,9,cameronmorewood
inception,10,InfamousPrince
coraline,9,MovieLonely94
inception,10,rayray
coraline,9,aaronpaul121
the-social-network,9,Bikerjames
district-9,9,grandpajoe6191
black-dynamite,9,j30
the-hangover,9,TheQuietGamer
inception,9,JonnyFendi
coraline,10,lukechristiansc
ponyo,9,heyitsmegrif4
star-trek,9,worleyjamers
the-social-network,10,aaronpaul121
inception,10,KendylKlownfish
the-social-network,9,BamaFalstaff
ponyo,10,MovieLonely94
ponyo,9,grandpajoe6191
the-social-network,10,J-Shap
paranormal-activity,10,lukechristiansc
the-social-network,9,Potter17
star-trek,9,homer4president
defendor,9,TheQuietGamer
inception,9,Potter17
district-13-ultimatum,9,TheQuietGamer
transformers-revenge-of-the-fallen,10,gm101
inception,10,BasilZero
500-days-of-summer,10,j30
2012,9,MovieLonely94
the-social-network,10,cameronmorewood
the-social-network,10,Iky009
the-hangover,10,Jacob
the-social-network,10,worleyjamers
2012,10,Annoymous1
crazy-heart,9,worleyjamers
avatar,9,Iky009
ponyo,10,Futuredirector
the-road,9,grandpajoe6191
the-social-network,9,lukechristiansc
district-9,10,Bullet97
avatar,9,Ruler101
avatar,9,MovieCritic
iron-man-2,10,MovieLonely94
the-social-network,9,CineAutoctono
inception,9,worleyjamers
green-zone,9,cameronmorewood
iron-man-2,9,Forrestgump1
the-secret-in-their-eyes,10,CitizenCharlie
the-secret-in-their-eyes,10,Halfwelshman
the-secret-in-their-eyes,9,lasttimeisaw
inception,10,SEROJ
the-road,9,j30
scott-pilgrim-vs-the-world,10,Bullet97
the-kids-are-all-right,9,smijatov
avatar,9,heyitsmegrif4
legend-of-the-guardians-the-owls-of-gahoole,10,movielover64
the-a-team,10,Forrestgump1
easy-a,9,Shiira
legend-of-the-guardians-the-owls-of-gahoole,10,MovieLonely94
easy-a,9,heyitsmegrif4
avatar,10,smijatov
wall-street-money-never-sleeps,10,Forrestgump1
scott-pilgrim-vs-the-world,10,Zilcell
the-kids-are-all-right,9,Shiira
the-kids-are-all-right,9,brewcrewpride
paranormal-activity,9,Futuredirector
inception,10,Futuredirector
animal-kingdom,9,nutterjr
iron-man-2,10,Zilcell
animal-kingdom,10,worleyjamers
harry-potter-and-the-half-blood-prince,9,Zilcell
scott-pilgrim-vs-the-world,10,kristen58
the-kids-are-all-right,9,Halfwelshman
robin-hood,9,TheQuietGamer
the-kids-are-all-right,9,j30
scott-pilgrim-vs-the-world,9,j30
easy-a,10,randomdude
inglourious-basterds,9,j30
the-a-team,9,TheQuietGamer
enter-the-void,10,TVJerry
red,10,Bullet97
nowhere-boy,9,BamaFalstaff
let-me-in,9,heyitsmegrif4
harry-potter-and-the-half-blood-prince,9,homer4president
scott-pilgrim-vs-the-world,10,Gari
inglourious-basterds,10,cameronmorewood
let-me-in,10,DrNegative
red,9,TVJerry
harry-potter-and-the-half-blood-prince,10,Futuredirector
buried,9,TheQuietGamer
inglourious-basterds,10,worleyjamers
never-let-me-go,9,j30
buried,9,KendylKlownfish
harry-potter-and-the-deathly-hallows-part-i,9,MovieLonely94
black-swan,9,smijatov
the-kings-speech,10,worleyjamers
megamind,9,Zilcell
never-let-me-go,9,vini1904
let-me-in,9,Shiira
love-and-other-drugs,10,InfamousPrince
black-swan,10,j30
black-swan,9,grandpajoe6191
megamind,10,movielover64
red,9,lukechristiansc
the-kings-speech,9,TVJerry
let-me-in,10,TVJerry
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,10,gm101
i-love-you-phillip-morris,10,randomdude
the-kings-speech,10,smijatov
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,10,MovieLonely94
harry-potter-and-the-deathly-hallows-part-i,9,heyitsmegrif4
somewhere,9,Shiira
the-kings-speech,9,nutterjr
harry-potter-and-the-deathly-hallows-part-i,9,gm101
black-swan,9,brewcrewpride
inglourious-basterds,9,MrMovieBuff
tron-legacy,9,TheQuietGamer
love-and-other-drugs,9,Skytreader
megamind,9,Rumblebeelove
the-kings-speech,9,Shiira
black-swan,9,heyitsmegrif4
the-kings-speech,10,brewcrewpride
scott-pilgrim-vs-the-world,10,Rumblebeelove
the-kings-speech,10,Bikerjames
megamind,9,Shiira
the-kings-speech,10,Rumblebeelove
barneys-version,9,Simpkj1
rango,10,Shiira
thor,9,TheQuietGamer
the-adjustment-bureau,10,Shiira
thor,9,heyitsmegrif4
watchmen,9,JonnyFendi
the-adjustment-bureau,10,AndrewUltimate
rango,10,gm101
barneys-version,9,Halfwelshman
tron-legacy,10,Forrestgump1
black-swan,10,NickXoN
the-kings-speech,10,Malasawas
black-swan,9,Forrestgump1
source-code,9,Shiira
the-last-airbender,9,Malasawas
paul,10,Bullet97
unknown-2011,10,Malasawas
harry-potter-and-the-deathly-hallows-part-i,10,Annoymous1
thor,9,Shiira
the-kings-speech,10,Forrestgump1
the-diving-bell-and-the-butterfly,10,cameronmorewood
the-diving-bell-and-the-butterfly,9,Iky009
rango,10,Zilcell
the-diving-bell-and-the-butterfly,9,EpicLadySponge
hugo,10,CitizenCharlie
black-swan,10,nutterjr
hugo,9,Halfwelshman
bridesmaids,10,Simpkj1
thor,10,gm101
tron-legacy,10,gm101
rango,9,Bullet97
thor,9,Bikerjames
the-kings-speech,10,spielbrick90
paul,9,TheQuietGamer
unknown-2011,9,jordi
black-swan,9,JonnyFendi
source-code,9,BamaFalstaff
black-swan,9,Shiira
black-swan,9,Pier
scream-4,10,vini1904
hugo,9,lasttimeisaw
paul,9,Zilcell
source-code,9,joelschnick
black-swan,9,InfamousPrince
bridesmaids,9,Shiira
harry-potter-and-the-deathly-hallows-part-i,9,rayray
bridesmaids,10,kristen58
paul,9,Rox22
hugo,10,worleyjamers
fast-five,9,PurpleUrp
bridesmaids,9,TVJerry
harry-potter-and-the-deathly-hallows-part-i,9,TheQuietGamer
rango,9,SEROJ
our-idiot-brother,10,Shiira
our-idiot-brother,9,TheQuietGamer
water-for-elephants,9,jordi
bridesmaids,10,GleekManiac
tucker-dale-vs-evil,9,TVJerry
source-code,10,Zilcell
hugo,10,Iky009
tucker-dale-vs-evil,9,TheQuietGamer
tron-legacy,10,trish30
harry-potter-and-the-deathly-hallows-part-i,9,Potter17
hugo,9,MrMovieBuff
bridesmaids,9,Halfwelshman
harry-potter-and-the-deathly-hallows-part-i,9,Zilcell
another-earth,9,CitizenCharlie
courageous,9,TheQuietGamer
black-swan,9,aaronpaul121
war-horse,9,worleyjamers
black-swan,9,J-Shap
black-swan,10,Potter17
district-9,9,worleyjamers
another-earth,9,Shiira
fast-five,9,Futuredirector
sucker-punch,9,Bullet97
5050,9,TVJerry
the-big-year,9,TheQuietGamer
drive,10,j30
black-swan,10,worleyjamers
5050,10,Bikerjames
bridesmaids,10,lukechristiansc
the-help,9,TVJerry
the-help,10,TheQuietGamer
district-9,9,EpicLadySponge
elite-squad-the-enemy-within,9,Iky009
5050,9,CitizenCharlie
take-shelter,9,worleyjamers
5050,10,j30
drive,10,Halfwelshman
take-shelter,9,lasttimeisaw
in-time,10,lukechristiansc
tower-heist,9,gm101
5050,10,Tranquilbez22
avatar,9,MovieLonely94
the-help,9,worleyjamers
drive,10,heyitsmegrif4
my-week-with-marilyn,9,TVJerry
melancholia,10,Halfwelshman
pariah,9,Bikerjames
melancholia,10,Bikerjames
5050,10,cameronmorewood
drive,9,J-Shap
the-help,10,lukechristiansc
we-were-here,9,EpicLadySponge
my-week-with-marilyn,9,heyitsmegrif4
avatar,10,Zilcell
melancholia,9,smijatov
we-need-to-talk-about-kevin,9,nutterjr
man-on-a-ledge,9,Zilcell
goon,9,TheQuietGamer
13-assassins,9,Halfwelshman
sucker-punch,9,lukechristiansc
drive,9,nutterjr
the-hedgehog,9,CitizenCharlie
good-deeds,10,lukechristiansc
13-assassins,9,cameronmorewood
friends-with-kids,9,kristen58
avatar,9,homer4president
monsieur-lazhar,9,Shiira
drive,9,cameronmorewood
drive,9,Shiira
john-carter,9,Zilcell
take-this-waltz,9,CitizenCharlie
moonrise-kingdom,10,Bikerjames
looper,10,cameronmorewood
rock-of-ages,9,cameronmorewood
moonrise-kingdom,10,Shiira
transformers-dark-of-the-moon,10,Zilcell
the-dark-knight-rises,9,BubblegumImp
beasts-of-the-southern-wild,10,cameronmorewood
diary-of-a-wimpy-kid-dog-days,9,TheQuietGamer
beasts-of-the-southern-wild,9,nutterjr
diary-of-a-wimpy-kid-dog-days,9,Zilcell
pitch-perfect,10,Zilcell
diary-of-a-wimpy-kid-dog-days,9,Futuredirector
drive,9,worleyjamers
the-dark-knight-rises,10,Zilcell
the-dark-knight-rises,10,BasilZero
frankenweenie,9,Bikerjames
dark-shadows,9,lukechristiansc
prometheus,10,heyitsmegrif4
hit-and-run,9,cameronmorewood
premium-rush,9,TVJerry
premium-rush,10,Zilcell
prometheus,10,Bikerjames
transformers-dark-of-the-moon,10,lukechristiansc
the-intouchables,9,nutterjr
moonrise-kingdom,9,nicholasbert
frankenweenie,10,lukechristiansc
the-avengers-2012,10,Zilcell
the-perks-of-being-a-wallflower,10,Shiira
the-dark-knight-rises,10,heyitsmegrif4
this-is-not-a-film,9,EpicLadySponge
life-of-pi,10,Zilcell
rust-and-bone,9,nutterjr
the-perks-of-being-a-wallflower,9,cameronmorewood
hitchcock,10,lukechristiansc
life-of-pi,9,TVJerry
lore,10,Shiira
life-of-pi,10,lasttimeisaw
the-perks-of-being-a-wallflower,10,lukechristiansc
ted,10,lukechristiansc
life-of-pi,9,cameronmorewood
sinister-2012,10,lukechristiansc
snitch,9,TheQuietGamer
warm-bodies,9,TVJerry
stoker,9,TheQuietGamer
life-of-pi,10,Bikerjames
mud,9,Shiira
mud,9,Bikerjames
mud,9,TheQuietGamer
life-of-pi,10,Annoymous1
zero-dark-thirty,10,worleyjamers
the-worlds-end,9,MrMovieBuff
the-avengers-2012,9,Rox22
the-heat,10,lukechristiansc
scary-movie-5,9,TheQuietGamer
prometheus,10,lukechristiansc
before-midnight,10,nutterjr
were-the-millers,9,TheQuietGamer
before-midnight,9,lasttimeisaw
bridegroom,9,lasttimeisaw
before-midnight,10,lukechristiansc
the-conjuring,10,Parade
before-midnight,9,EpicLadySponge
zero-dark-thirty,9,EpicLadySponge
the-avengers-2012,9,homer4president
the-internship,9,lukechristiansc
iron-man-3,9,Forrestgump1
the-act-of-killing,9,EpicLadySponge
the-avengers-2012,9,EpicLadySponge
were-the-millers,9,lukechristiansc
iron-man-3,9,TVJerry
the-conjuring,9,Rox22
the-avengers-2012,9,MonkiReviews
thanks-for-sharing,10,lukechristiansc
wadjda,9,Iky009
the-hobbit-an-unexpected-journey,10,DrNegative
machete-kills,9,lukechristiansc
don-jon,10,lukechristiansc
the-conjuring,9,lukechristiansc
nebraska,9,Bikerjames
nebraska,10,lukechristiansc
about-time,10,lukechristiansc
blue-jasmine,10,Bikerjames
hours,9,lukechristiansc
12-years-a-slave,9,lasttimeisaw
12-years-a-slave,9,Shiira
12-years-a-slave,9,TVJerry
the-hunger-games-catching-fire,9,jeff_reviews
blue-jasmine,10,lukechristiansc
blue-is-the-warmest-color,9,CineAutoctono
gravity,10,lukechristiansc
elysium,9,TheQuietGamer
veronica-mars,10,lukechristiansc
iron-man-3,9,TheQuietGamer
gravity,10,MrMovieBuff
the-hunger-games-catching-fire,10,TheQuietGamer
gravity,9,CineAutoctono
her,9,grandpajoe6191
that-awkward-moment,9,lukechristiansc
the-hunger-games-catching-fire,10,heyitsmegrif4
the-dark-knight-rises,9,TheQuietGamer
ernest-celestine,9,Iky009
the-hunger-games-catching-fire,9,Bikerjames
her,9,nicholasbert
thor-the-dark-world,9,TheQuietGamer
bad-words,9,TheQuietGamer
the-raid-2,10,TheQuietGamer
the-hobbit-an-unexpected-journey,10,Zilcell
12-years-a-slave,9,Iky009
avatar,9,Potter17
avatar,10,joelschnick
her,10,Shiira
out-of-the-clear-blue-sky,9,EpicLadySponge
moms-night-out,10,lukechristiansc
the-hobbit-an-unexpected-journey,9,jordi
need-for-speed,9,IMAX500
avatar,10,worleyjamers
the-dark-knight-rises,9,lionalio
the-dark-knight-rises,10,spielbrick90
12-years-a-slave,9,homer4president
avatar,10,SEROJ
12-years-a-slave,9,EpicLadySponge
housebound,9,TheQuietGamer
avatar,10,Futuredirector
